,date,day_1_neg,day_1_neu,day_1_pos,week_1_neg,week_1_neu,week_1_pos,month_1_neg,month_1_neu,month_1_pos,year_1_neg,year_1_neu,year_1_pos,rest_neg,rest_neu,rest_pos,"Accounts Receivable, after Allowance for Credit Loss, Current","Accumulated Other Comprehensive Income (Loss), Net of Tax",Additional Paid in Capital,Assets,"Assets, Current","Cash and Cash Equivalents, at Carrying Value","Common Stock, Par or Stated Value Per Share","Common Stock, Shares Authorized","Common Stock, Shares, Outstanding","Common Stock, Value, Issued",Cost of Goods and Services Sold,Deferred Income Tax Expense (Benefit),Interest Expense,"Common Stock, Shares, Issued",Increase (Decrease) in Inventories,Goodwill,"Earnings Per Share, Diluted",General and Administrative Expense,"Income (Loss) from Continuing Operations before Equity Method Investments, Income Taxes, Noncontrolling Interest",Income Tax Expense (Benefit),Increase (Decrease) in Accounts Payable,"Earnings Per Share, Basic",Liabilities and Equity,"Liabilities, Current","Long-term Debt, Excluding Current Maturities","Marketable Securities, Current",Marketing Expense,Net Cash Provided by (Used in) Investing Activities,Net Cash Provided by (Used in) Operating Activities,Net Income (Loss) Attributable to Parent,Nonoperating Income (Expense),Operating Income (Loss),"Other Assets, Noncurrent","Other Liabilities, Noncurrent","Inventory, Net",Other Nonoperating Income (Expense),"Investment Income, Interest",Net Cash Provided by (Used in) Financing Activities,"Preferred Stock, Shares Authorized","Preferred Stock, Par or Stated Value Per Share","Preferred Stock, Shares Issued","Preferred Stock, Shares Outstanding","Preferred Stock, Value, Issued","Share-based Payment Arrangement, Noncash Expense",Stockholders' Equity Attributable to Parent,"Treasury Stock, Value","Weighted Average Number of Shares Outstanding, Diluted","Weighted Average Number of Shares Outstanding, Basic",Retained Earnings (Accumulated Deficit),"Accounts Payable, Current","Comprehensive Income (Loss), Net of Tax, Attributable to Parent","OCI, Debt Securities, Available-for-Sale, Unrealized Holding Gain (Loss), before Adjustment, after Tax",Unrecognized Tax Benefits,Costs and Expenses,"Income Taxes Paid, Net",Incremental Common Shares Attributable to Dilutive Effect of Share-based Payment Arrangements,"OCI, Debt Securities, Available-for-Sale, Unrealized Holding Gain (Loss), before Adjustment, Tax","Share-based Payment Arrangement, Nonvested Award, Cost Not yet Recognized, Amount",Other Noncash Income (Expense),Long-term Debt,"Long-term Debt, Current Maturities","Contractual Obligation, to be Paid, Year Two","Contractual Obligation, to be Paid, Year Three","Contractual Obligation, to be Paid, Year Four","OCI, Debt Securities, Available-for-Sale, Gain (Loss), after Adjustment and Tax","Other Comprehensive Income (Loss), Net of Tax","Long-term Debt, Gross","Other Comprehensive Income (Loss), Reclassification Adjustment from AOCI for Sale of Securities, Tax","Other Comprehensive Income (Loss), Reclassification Adjustment from AOCI for Sale of Securities, Net of Tax",Increase (Decrease) in Accrued Liabilities and Other Operating Liabilities,Increase (Decrease) in Accounts Receivable and Other Operating Assets,Other Commitment,"Other Commitment, to be Paid, Year Four","Other Commitment, to be Paid, Year Three","Other Commitment, to be Paid, Year Two","Unrecorded Unconditional Purchase Obligation, to be Paid, Year Four",Unrecorded Unconditional Purchase Obligation,"Unrecorded Unconditional Purchase Obligation, to be Paid, Year Three","Unrecorded Unconditional Purchase Obligation, to be Paid, Year Two",Payments to Acquire Marketable Securities,Open,High,Low,Close,Adj Close,Volume,Close_diff_perc
1449,9/29/2021,0.13608793,0.653360961,0.210551098,0.146267145,0.630374081,0.223358784,0.157357003,0.664976495,0.177666527,0.209410445,0.626027703,0.164561875,0.235608373,0.585063468,0.179328174,0.104821112,-0.211711712,0.078919398,0.11527283,0.160121244,0.19347402,-1,0,0.003968254,0.0,0.028412096,-0.588373459,0.090225564,0.003787879,-0.3125,0.008541393,0.0,0.086059386,-0.159135177,-0.597402597,-1.005685942,-0.0625,0.11527283,0.020692524,0.577726873,0.255553302,0.212179797,1.547888299,2.018039402,-0.040582213,-0.335709195,-0.131190073,0.062860483,0.089092594,0.011321229,-0.256923984,0.00952381,-5.500287687,0,-1,-1,-1,-1,0.557241977,0.111140147,0.0,0.001949318,0.001984127,0.128227109,0.033851641,0.03910248,-0.93877551,-0.066666667,0.057449349,1.25093633,0.0,-0.933333333,0.475806452,-0.135989011,0.557829476,0.001730104,0.163232734,0.223749729,0.07426576,-0.839285714,-1.290123457,0.577726873,0.0,-0.142857143,-0.584975369,0.978713969,0.085204191,0.132589839,0.165048544,0.215821152,0.011127238,0.035676332,0.030511585,0.097571552,0.498126065,166.105499,167.565002,164.893494,165.056,165.056,51246000,-0.027502026984359933
1450,9/30/2021,0.065263647,0.666698195,0.268038118,0.142659942,0.637591025,0.219749037,0.155413938,0.66422728,0.180358804,0.208890843,0.626129173,0.164980006,0.235341085,0.585197211,0.179461719,0.104821112,-0.211711712,0.078919398,0.11527283,0.160121244,0.19347402,-1,0,0.003968254,0.0,0.028412096,-0.588373459,0.090225564,0.003787879,-0.3125,0.008541393,0.0,0.086059386,-0.159135177,-0.597402597,-1.005685942,-0.0625,0.11527283,0.020692524,0.577726873,0.255553302,0.212179797,1.547888299,2.018039402,-0.040582213,-0.335709195,-0.131190073,0.062860483,0.089092594,0.011321229,-0.256923984,0.00952381,-5.500287687,0,-1,-1,-1,-1,0.557241977,0.111140147,0.0,0.001949318,0.001984127,0.128227109,0.033851641,0.03910248,-0.93877551,-0.066666667,0.057449349,1.25093633,0.0,-0.933333333,0.475806452,-0.135989011,0.557829476,0.001730104,0.163232734,0.223749729,0.07426576,-0.839285714,-1.290123457,0.577726873,0.0,-0.142857143,-0.584975369,0.978713969,0.085204191,0.132589839,0.165048544,0.215821152,0.011127238,0.035676332,0.030511585,0.097571552,0.498126065,165.800003,166.392502,163.699493,164.251999,164.251999,56848000,-0.029945784755816135
1451,10/1/2021,0.226948113,0.58027067,0.192781188,0.14409081,0.636796038,0.219113156,0.155813791,0.663997923,0.180188308,0.208902304,0.626067608,0.16503011,0.235345542,0.585195796,0.179458676,0.104821112,-0.211711712,0.078919398,0.11527283,0.160121244,0.19347402,-1,0,0.003968254,0.0,0.028412096,-0.588373459,0.090225564,0.003787879,-0.3125,0.008541393,0.0,0.086059386,-0.159135177,-0.597402597,-1.005685942,-0.0625,0.11527283,0.020692524,0.577726873,0.255553302,0.212179797,1.547888299,2.018039402,-0.040582213,-0.335709195,-0.131190073,0.062860483,0.089092594,0.011321229,-0.256923984,0.00952381,-5.500287687,0,-1,-1,-1,-1,0.557241977,0.111140147,0.0,0.001949318,0.001984127,0.128227109,0.033851641,0.03910248,-0.93877551,-0.066666667,0.057449349,1.25093633,0.0,-0.933333333,0.475806452,-0.135989011,0.557829476,0.001730104,0.163232734,0.223749729,0.07426576,-0.839285714,-1.290123457,0.577726873,0.0,-0.142857143,-0.584975369,0.978713969,0.085204191,0.132589839,0.165048544,0.215821152,0.011127238,0.035676332,0.030511585,0.097571552,0.498126065,164.4505,165.458496,162.796997,164.162994,164.162994,56712000,-0.003316873540436663
1452,10/4/2021,0.304098433,0.547372895,0.148528644,0.149839089,0.660904612,0.189256298,0.155981502,0.665371131,0.178647389,0.208858829,0.626188588,0.164952605,0.235303928,0.585294794,0.179401292,0.104821112,-0.211711712,0.078919398,0.11527283,0.160121244,0.19347402,-1,0,0.003968254,0.0,0.028412096,-0.588373459,0.090225564,0.003787879,-0.3125,0.008541393,0.0,0.086059386,-0.159135177,-0.597402597,-1.005685942,-0.0625,0.11527283,0.020692524,0.577726873,0.255553302,0.212179797,1.547888299,2.018039402,-0.040582213,-0.335709195,-0.131190073,0.062860483,0.089092594,0.011321229,-0.256923984,0.00952381,-5.500287687,0,-1,-1,-1,-1,0.557241977,0.111140147,0.0,0.001949318,0.001984127,0.128227109,0.033851641,0.03910248,-0.93877551,-0.066666667,0.057449349,1.25093633,0.0,-0.933333333,0.475806452,-0.135989011,0.557829476,0.001730104,0.163232734,0.223749729,0.07426576,-0.839285714,-1.290123457,0.577726873,0.0,-0.142857143,-0.584975369,0.978713969,0.085204191,0.132589839,0.165048544,0.215821152,0.011127238,0.035676332,0.030511585,0.097571552,0.498126065,163.969498,163.999496,158.8125,159.488998,159.488998,90462000,-0.17928641381498864
1453,10/5/2021,0.342220443,0.516743144,0.141036395,0.15059267,0.647104783,0.202302534,0.156431073,0.66502453,0.178544418,0.20890977,0.626151093,0.16493916,0.23532254,0.585281446,0.179396029,0.104821112,-0.211711712,0.078919398,0.11527283,0.160121244,0.19347402,-1,0,0.003968254,0.0,0.028412096,-0.588373459,0.090225564,0.003787879,-0.3125,0.008541393,0.0,0.086059386,-0.159135177,-0.597402597,-1.005685942,-0.0625,0.11527283,0.020692524,0.577726873,0.255553302,0.212179797,1.547888299,2.018039402,-0.040582213,-0.335709195,-0.131190073,0.062860483,0.089092594,0.011321229,-0.256923984,0.00952381,-5.500287687,0,-1,-1,-1,-1,0.557241977,0.111140147,0.0,0.001949318,0.001984127,0.128227109,0.033851641,0.03910248,-0.93877551,-0.066666667,0.057449349,1.25093633,0.0,-0.933333333,0.475806452,-0.135989011,0.557829476,0.001730104,0.163232734,0.223749729,0.07426576,-0.839285714,-1.290123457,0.577726873,0.0,-0.142857143,-0.584975369,0.978713969,0.085204191,0.132589839,0.165048544,0.215821152,0.011127238,0.035676332,0.030511585,0.097571552,0.498126065,160.225006,163.036499,160.123001,161.050003,161.050003,65384000,0.05929708310032104
1454,10/6/2021,0.149046183,0.637142972,0.213810799,0.113126622,0.656739622,0.230133733,0.156422442,0.664970653,0.178606927,0.208736934,0.626224982,0.165038106,0.235308131,0.585289998,0.179401886,0.104821112,-0.211711712,0.078919398,0.11527283,0.160121244,0.19347402,-1,0,0.003968254,0.0,0.028412096,-0.588373459,0.090225564,0.003787879,-0.3125,0.008541393,0.0,0.086059386,-0.159135177,-0.597402597,-1.005685942,-0.0625,0.11527283,0.020692524,0.577726873,0.255553302,0.212179797,1.547888299,2.018039402,-0.040582213,-0.335709195,-0.131190073,0.062860483,0.089092594,0.011321229,-0.256923984,0.00952381,-5.500287687,0,-1,-1,-1,-1,0.557241977,0.111140147,0.0,0.001949318,0.001984127,0.128227109,0.033851641,0.03910248,-0.93877551,-0.066666667,0.057449349,1.25093633,0.0,-0.933333333,0.475806452,-0.135989011,0.557829476,0.001730104,0.163232734,0.223749729,0.07426576,-0.839285714,-1.290123457,0.577726873,0.0,-0.142857143,-0.584975369,0.978713969,0.085204191,0.132589839,0.165048544,0.215821152,0.011127238,0.035676332,0.030511585,0.097571552,0.498126065,160.676498,163.216995,159.931,163.100494,163.100494,50660000,0.07691169179941144
1455,10/7/2021,0.43716887,0.436830211,0.126000891,0.233858121,0.620365065,0.145776824,0.157044115,0.664471799,0.178484107,0.208592332,0.626378545,0.165029146,0.235338101,0.585267956,0.179393957,0.104821112,-0.211711712,0.078919398,0.11527283,0.160121244,0.19347402,-1,0,0.003968254,0.0,0.028412096,-0.588373459,0.090225564,0.003787879,-0.3125,0.008541393,0.0,0.086059386,-0.159135177,-0.597402597,-1.005685942,-0.0625,0.11527283,0.020692524,0.577726873,0.255553302,0.212179797,1.547888299,2.018039402,-0.040582213,-0.335709195,-0.131190073,0.062860483,0.089092594,0.011321229,-0.256923984,0.00952381,-5.500287687,0,-1,-1,-1,-1,0.557241977,0.111140147,0.0,0.001949318,0.001984127,0.128227109,0.033851641,0.03910248,-0.93877551,-0.066666667,0.057449349,1.25093633,0.0,-0.933333333,0.475806452,-0.135989011,0.557829476,0.001730104,0.163232734,0.223749729,0.07426576,-0.839285714,-1.290123457,0.577726873,0.0,-0.142857143,-0.584975369,0.978713969,0.085204191,0.132589839,0.165048544,0.215821152,0.011127238,0.035676332,0.030511585,0.097571552,0.498126065,164.576996,166.287506,164.153,165.121506,165.121506,48182000,0.07487813601506733
1456,10/8/2021,0.437584814,0.447743502,0.114671667,0.241514078,0.619130444,0.139355492,0.155226804,0.666201255,0.178571964,0.20852069,0.626449959,0.165029374,0.23535733,0.585260644,0.17938204,0.104821112,-0.211711712,0.078919398,0.11527283,0.160121244,0.19347402,-1,0,0.003968254,0.0,0.028412096,-0.588373459,0.090225564,0.003787879,-0.3125,0.008541393,0.0,0.086059386,-0.159135177,-0.597402597,-1.005685942,-0.0625,0.11527283,0.020692524,0.577726873,0.255553302,0.212179797,1.547888299,2.018039402,-0.040582213,-0.335709195,-0.131190073,0.062860483,0.089092594,0.011321229,-0.256923984,0.00952381,-5.500287687,0,-1,-1,-1,-1,0.557241977,0.111140147,0.0,0.001949318,0.001984127,0.128227109,0.033851641,0.03910248,-0.93877551,-0.066666667,0.057449349,1.25093633,0.0,-0.933333333,0.475806452,-0.135989011,0.557829476,0.001730104,0.163232734,0.223749729,0.07426576,-0.839285714,-1.290123457,0.577726873,0.0,-0.142857143,-0.584975369,0.978713969,0.085204191,0.132589839,0.165048544,0.215821152,0.011127238,0.035676332,0.030511585,0.097571552,0.498126065,165.850006,166.071503,164.410004,164.431,164.431,39964000,-0.025690557696680126
1457,10/11/2021,0.136772145,0.6368121,0.226415749,0.289627981,0.524564595,0.185807408,0.15507823,0.670427903,0.17449389,0.208355945,0.626519477,0.165124601,0.235339655,0.585247177,0.179413183,0.104821112,-0.211711712,0.078919398,0.11527283,0.160121244,0.19347402,-1,0,0.003968254,0.0,0.028412096,-0.588373459,0.090225564,0.003787879,-0.3125,0.008541393,0.0,0.086059386,-0.159135177,-0.597402597,-1.005685942,-0.0625,0.11527283,0.020692524,0.577726873,0.255553302,0.212179797,1.547888299,2.018039402,-0.040582213,-0.335709195,-0.131190073,0.062860483,0.089092594,0.011321229,-0.256923984,0.00952381,-5.500287687,0,-1,-1,-1,-1,0.557241977,0.111140147,0.0,0.001949318,0.001984127,0.128227109,0.033851641,0.03910248,-0.93877551,-0.066666667,0.057449349,1.25093633,0.0,-0.933333333,0.475806452,-0.135989011,0.557829476,0.001730104,0.163232734,0.223749729,0.07426576,-0.839285714,-1.290123457,0.577726873,0.0,-0.142857143,-0.584975369,0.978713969,0.085204191,0.132589839,0.165048544,0.215821152,0.011127238,0.035676332,0.030511585,0.097571552,0.498126065,163.75,164.629501,161.904999,162.315002,162.315002,40684000,-0.07975287813920612
1458,10/12/2021,0.005544594,0.20741022,0.7870452,0.263244102,0.527824024,0.208931858,0.154881577,0.67088827,0.174230176,0.209039721,0.626556913,0.164403388,0.235339398,0.585246755,0.179413861,0.104821112,-0.211711712,0.078919398,0.11527283,0.160121244,0.19347402,-1,0,0.003968254,0.0,0.028412096,-0.588373459,0.090225564,0.003787879,-0.3125,0.008541393,0.0,0.086059386,-0.159135177,-0.597402597,-1.005685942,-0.0625,0.11527283,0.020692524,0.577726873,0.255553302,0.212179797,1.547888299,2.018039402,-0.040582213,-0.335709195,-0.131190073,0.062860483,0.089092594,0.011321229,-0.256923984,0.00952381,-5.500287687,0,-1,-1,-1,-1,0.557241977,0.111140147,0.0,0.001949318,0.001984127,0.128227109,0.033851641,0.03910248,-0.93877551,-0.066666667,0.057449349,1.25093633,0.0,-0.933333333,0.475806452,-0.135989011,0.557829476,0.001730104,0.163232734,0.223749729,0.07426576,-0.839285714,-1.290123457,0.577726873,0.0,-0.142857143,-0.584975369,0.978713969,0.085204191,0.132589839,0.165048544,0.215821152,0.011127238,0.035676332,0.030511585,0.097571552,0.498126065,162.850006,163.376495,161.813995,162.366501,162.366501,36392000,0.0019404038954461559
1459,10/13/2021,0.506831887,0.371259824,0.121908265,0.28089035,0.521596832,0.197512801,0.15524516,0.671332527,0.173422336,0.209181494,0.626801188,0.16401734,0.235349956,0.585239057,0.179411001,0.104821112,-0.211711712,0.078919398,0.11527283,0.160121244,0.19347402,-1,0,0.003968254,0.0,0.028412096,-0.588373459,0.090225564,0.003787879,-0.3125,0.008541393,0.0,0.086059386,-0.159135177,-0.597402597,-1.005685942,-0.0625,0.11527283,0.020692524,0.577726873,0.255553302,0.212179797,1.547888299,2.018039402,-0.040582213,-0.335709195,-0.131190073,0.062860483,0.089092594,0.011321229,-0.256923984,0.00952381,-5.500287687,0,-1,-1,-1,-1,0.557241977,0.111140147,0.0,0.001949318,0.001984127,0.128227109,0.033851641,0.03910248,-0.93877551,-0.066666667,0.057449349,1.25093633,0.0,-0.933333333,0.475806452,-0.135989011,0.557829476,0.001730104,0.163232734,0.223749729,0.07426576,-0.839285714,-1.290123457,0.577726873,0.0,-0.142857143,-0.584975369,0.978713969,0.085204191,0.132589839,0.165048544,0.215821152,0.011127238,0.035676332,0.030511585,0.097571552,0.498126065,163.485504,164.419006,163.054504,164.214005,164.214005,48402000,0.06882797109626
1460,10/14/2021,0.343497197,0.532354348,0.124148441,0.30310979,0.489528925,0.207361283,0.155413556,0.671449403,0.173137063,0.209227511,0.626847645,0.163924866,0.235354301,0.585236933,0.179408781,0.104821112,-0.211711712,0.078919398,0.11527283,0.160121244,0.19347402,-1,0,0.003968254,0.0,0.028412096,-0.588373459,0.090225564,0.003787879,-0.3125,0.008541393,0.0,0.086059386,-0.159135177,-0.597402597,-1.005685942,-0.0625,0.11527283,0.020692524,0.577726873,0.255553302,0.212179797,1.547888299,2.018039402,-0.040582213,-0.335709195,-0.131190073,0.062860483,0.089092594,0.011321229,-0.256923984,0.00952381,-5.500287687,0,-1,-1,-1,-1,0.557241977,0.111140147,0.0,0.001949318,0.001984127,0.128227109,0.033851641,0.03910248,-0.93877551,-0.066666667,0.057449349,1.25093633,0.0,-0.933333333,0.475806452,-0.135989011,0.557829476,0.001730104,0.163232734,0.223749729,0.07426576,-0.839285714,-1.290123457,0.577726873,0.0,-0.142857143,-0.584975369,0.978713969,0.085204191,0.132589839,0.165048544,0.215821152,0.011127238,0.035676332,0.030511585,0.097571552,0.498126065,165.122498,165.630005,164.539001,164.992996,164.992996,42190000,0.02888395800777069
1461,10/15/2021,0.269630512,0.599280337,0.131089175,0.24327895,0.51242087,0.24430019,0.155242878,0.66985805,0.174899093,0.209260042,0.626857978,0.163882002,0.235356853,0.585237651,0.179405511,0.104821112,-0.211711712,0.078919398,0.11527283,0.160121244,0.19347402,-1,0,0.003968254,0.0,0.028412096,-0.588373459,0.090225564,0.003787879,-0.3125,0.008541393,0.0,0.086059386,-0.159135177,-0.597402597,-1.005685942,-0.0625,0.11527283,0.020692524,0.577726873,0.255553302,0.212179797,1.547888299,2.018039402,-0.040582213,-0.335709195,-0.131190073,0.062860483,0.089092594,0.011321229,-0.256923984,0.00952381,-5.500287687,0,-1,-1,-1,-1,0.557241977,0.111140147,0.0,0.001949318,0.001984127,0.128227109,0.033851641,0.03910248,-0.93877551,-0.066666667,0.057449349,1.25093633,0.0,-0.933333333,0.475806452,-0.135989011,0.557829476,0.001730104,0.163232734,0.223749729,0.07426576,-0.839285714,-1.290123457,0.577726873,0.0,-0.142857143,-0.584975369,0.978713969,0.085204191,0.132589839,0.165048544,0.215821152,0.011127238,0.035676332,0.030511585,0.097571552,0.498126065,165.570999,170.520996,165.199997,170.451004,170.451004,103598000,0.19589546299814664
1462,10/18/2021,0.328006444,0.510731216,0.161262344,0.233944359,0.488578658,0.277476984,0.155216173,0.658400703,0.186383138,0.209417992,0.626597925,0.163984105,0.235339219,0.585216979,0.179443817,0.104821112,-0.211711712,0.078919398,0.11527283,0.160121244,0.19347402,-1,0,0.003968254,0.0,0.028412096,-0.588373459,0.090225564,0.003787879,-0.3125,0.008541393,0.0,0.086059386,-0.159135177,-0.597402597,-1.005685942,-0.0625,0.11527283,0.020692524,0.577726873,0.255553302,0.212179797,1.547888299,2.018039402,-0.040582213,-0.335709195,-0.131190073,0.062860483,0.089092594,0.011321229,-0.256923984,0.00952381,-5.500287687,0,-1,-1,-1,-1,0.557241977,0.111140147,0.0,0.001949318,0.001984127,0.128227109,0.033851641,0.03910248,-0.93877551,-0.066666667,0.057449349,1.25093633,0.0,-0.933333333,0.475806452,-0.135989011,0.557829476,0.001730104,0.163232734,0.223749729,0.07426576,-0.839285714,-1.290123457,0.577726873,0.0,-0.142857143,-0.584975369,0.978713969,0.085204191,0.132589839,0.165048544,0.215821152,0.011127238,0.035676332,0.030511585,0.097571552,0.498126065,169.417999,172.458496,169.255005,172.337006,172.337006,63482000,0.06695043124137963
1463,10/19/2021,0.258784904,0.591595251,0.14961985,0.234759626,0.506850906,0.25838947,0.15578936,0.654819576,0.189391075,0.209433011,0.626616926,0.163950085,0.235339439,0.585218053,0.179442523,0.104821112,-0.211711712,0.078919398,0.11527283,0.160121244,0.19347402,-1,0,0.003968254,0.0,0.028412096,-0.588373459,0.090225564,0.003787879,-0.3125,0.008541393,0.0,0.086059386,-0.159135177,-0.597402597,-1.005685942,-0.0625,0.11527283,0.020692524,0.577726873,0.255553302,0.212179797,1.547888299,2.018039402,-0.040582213,-0.335709195,-0.131190073,0.062860483,0.089092594,0.011321229,-0.256923984,0.00952381,-5.500287687,0,-1,-1,-1,-1,0.557241977,0.111140147,0.0,0.001949318,0.001984127,0.128227109,0.033851641,0.03910248,-0.93877551,-0.066666667,0.057449349,1.25093633,0.0,-0.933333333,0.475806452,-0.135989011,0.557829476,0.001730104,0.163232734,0.223749729,0.07426576,-0.839285714,-1.290123457,0.577726873,0.0,-0.142857143,-0.584975369,0.978713969,0.085204191,0.132589839,0.165048544,0.215821152,0.011127238,0.035676332,0.030511585,0.097571552,0.498126065,171.714493,172.734497,171.100006,172.207504,172.207504,47722000,-0.0046005968427607295
1464,10/20/2021,0.241486396,0.371227837,0.38728575,0.207768548,0.506441592,0.285789862,0.156090972,0.655458075,0.188450964,0.209716292,0.62620204,0.164081689,0.235339679,0.585209698,0.179450638,0.104821112,-0.211711712,0.078919398,0.11527283,0.160121244,0.19347402,-1,0,0.003968254,0.0,0.028412096,-0.588373459,0.090225564,0.003787879,-0.3125,0.008541393,0.0,0.086059386,-0.159135177,-0.597402597,-1.005685942,-0.0625,0.11527283,0.020692524,0.577726873,0.255553302,0.212179797,1.547888299,2.018039402,-0.040582213,-0.335709195,-0.131190073,0.062860483,0.089092594,0.011321229,-0.256923984,0.00952381,-5.500287687,0,-1,-1,-1,-1,0.557241977,0.111140147,0.0,0.001949318,0.001984127,0.128227109,0.033851641,0.03910248,-0.93877551,-0.066666667,0.057449349,1.25093633,0.0,-0.933333333,0.475806452,-0.135989011,0.557829476,0.001730104,0.163232734,0.223749729,0.07426576,-0.839285714,-1.290123457,0.577726873,0.0,-0.142857143,-0.584975369,0.978713969,0.085204191,0.132589839,0.165048544,0.215821152,0.011127238,0.035676332,0.030511585,0.097571552,0.498126065,172.632996,173.143005,170.018494,170.753006,170.753006,42796000,-0.05211161635939024
1465,10/21/2021,0.086820386,0.765425953,0.147753649,0.119284444,0.682724092,0.197991457,0.155602,0.655833697,0.188564314,0.209489971,0.626466883,0.164043167,0.235232673,0.585339087,0.179428254,0.104821112,-0.211711712,0.078919398,0.11527283,0.160121244,0.19347402,-1,0,0.003968254,0.0,0.028412096,-0.588373459,0.090225564,0.003787879,-0.3125,0.008541393,0.0,0.086059386,-0.159135177,-0.597402597,-1.005685942,-0.0625,0.11527283,0.020692524,0.577726873,0.255553302,0.212179797,1.547888299,2.018039402,-0.040582213,-0.335709195,-0.131190073,0.062860483,0.089092594,0.011321229,-0.256923984,0.00952381,-5.500287687,0,-1,-1,-1,-1,0.557241977,0.111140147,0.0,0.001949318,0.001984127,0.128227109,0.033851641,0.03910248,-0.93877551,-0.066666667,0.057449349,1.25093633,0.0,-0.933333333,0.475806452,-0.135989011,0.557829476,0.001730104,0.163232734,0.223749729,0.07426576,-0.839285714,-1.290123457,0.577726873,0.0,-0.142857143,-0.584975369,0.978713969,0.085204191,0.132589839,0.165048544,0.215821152,0.011127238,0.035676332,0.030511585,0.097571552,0.498126065,170.712494,172.014008,170.149994,171.750504,171.750504,37628000,0.035530701897443465
1466,10/22/2021,0.062384853,0.562345572,0.375269563,0.098375752,0.666313402,0.235310836,0.152678168,0.630916185,0.216405648,0.209404698,0.626453079,0.164142244,0.235186789,0.585338307,0.179474918,0.104821112,-0.211711712,0.078919398,0.11527283,0.160121244,0.19347402,-1,0,0.003968254,0.0,0.028412096,-0.588373459,0.090225564,0.003787879,-0.3125,0.008541393,0.0,0.086059386,-0.159135177,-0.597402597,-1.005685942,-0.0625,0.11527283,0.020692524,0.577726873,0.255553302,0.212179797,1.547888299,2.018039402,-0.040582213,-0.335709195,-0.131190073,0.062860483,0.089092594,0.011321229,-0.256923984,0.00952381,-5.500287687,0,-1,-1,-1,-1,0.557241977,0.111140147,0.0,0.001949318,0.001984127,0.128227109,0.033851641,0.03910248,-0.93877551,-0.066666667,0.057449349,1.25093633,0.0,-0.933333333,0.475806452,-0.135989011,0.557829476,0.001730104,0.163232734,0.223749729,0.07426576,-0.839285714,-1.290123457,0.577726873,0.0,-0.142857143,-0.584975369,0.978713969,0.085204191,0.132589839,0.165048544,0.215821152,0.011127238,0.035676332,0.030511585,0.097571552,0.498126065,171.050003,171.492004,166.565002,166.777496,166.777496,62782000,-0.18241959295606822
1467,10/25/2021,0.095859351,0.526454955,0.377685684,0.121382435,0.644199303,0.234418251,0.161035858,0.645246154,0.193717992,0.209442152,0.62634929,0.16420858,0.235165769,0.585306766,0.179527479,0.104821112,-0.211711712,0.078919398,0.11527283,0.160121244,0.19347402,-1,0,0.003968254,0.0,0.028412096,-0.588373459,0.090225564,0.003787879,-0.3125,0.008541393,0.0,0.086059386,-0.159135177,-0.597402597,-1.005685942,-0.0625,0.11527283,0.020692524,0.577726873,0.255553302,0.212179797,1.547888299,2.018039402,-0.040582213,-0.335709195,-0.131190073,0.062860483,0.089092594,0.011321229,-0.256923984,0.00952381,-5.500287687,0,-1,-1,-1,-1,0.557241977,0.111140147,0.0,0.001949318,0.001984127,0.128227109,0.033851641,0.03910248,-0.93877551,-0.066666667,0.057449349,1.25093633,0.0,-0.933333333,0.475806452,-0.135989011,0.557829476,0.001730104,0.163232734,0.223749729,0.07426576,-0.839285714,-1.290123457,0.577726873,0.0,-0.142857143,-0.584975369,0.978713969,0.085204191,0.132589839,0.165048544,0.215821152,0.011127238,0.035676332,0.030511585,0.097571552,0.498126065,166.75,167.389999,164.884995,166.018494,166.018494,44520000,-0.027968953946700806
1468,10/26/2021,0.405399379,0.522625537,0.071975076,0.132107725,0.639282718,0.228609546,0.159775335,0.649675701,0.190548968,0.209521483,0.626408323,0.164070216,0.23518018,0.58530146,0.179518374,0.104821112,-0.211711712,0.078919398,0.11527283,0.160121244,0.19347402,-1,0,0.003968254,0.0,0.028412096,-0.588373459,0.090225564,0.003787879,-0.3125,0.008541393,0.0,0.086059386,-0.159135177,-0.597402597,-1.005685942,-0.0625,0.11527283,0.020692524,0.577726873,0.255553302,0.212179797,1.547888299,2.018039402,-0.040582213,-0.335709195,-0.131190073,0.062860483,0.089092594,0.011321229,-0.256923984,0.00952381,-5.500287687,0,-1,-1,-1,-1,0.557241977,0.111140147,0.0,0.001949318,0.001984127,0.128227109,0.033851641,0.03910248,-0.93877551,-0.066666667,0.057449349,1.25093633,0.0,-0.933333333,0.475806452,-0.135989011,0.557829476,0.001730104,0.163232734,0.223749729,0.07426576,-0.839285714,-1.290123457,0.577726873,0.0,-0.142857143,-0.584975369,0.978713969,0.085204191,0.132589839,0.165048544,0.215821152,0.011127238,0.035676332,0.030511585,0.097571552,0.498126065,167.475494,170.806,167.199005,168.803497,168.803497,53966000,0.10093319047661643
