,date,day_1_neg,day_1_neu,day_1_pos,week_1_neg,week_1_neu,week_1_pos,month_1_neg,month_1_neu,month_1_pos,year_1_neg,year_1_neu,year_1_pos,rest_neg,rest_neu,rest_pos,"Accounts Receivable, after Allowance for Credit Loss, Current","Accumulated Other Comprehensive Income (Loss), Net of Tax",Additional Paid in Capital,Assets,"Assets, Current","Cash and Cash Equivalents, at Carrying Value","Common Stock, Par or Stated Value Per Share","Common Stock, Shares Authorized","Common Stock, Shares, Outstanding","Common Stock, Value, Issued",Cost of Goods and Services Sold,Deferred Income Tax Expense (Benefit),Interest Expense,"Common Stock, Shares, Issued",Increase (Decrease) in Inventories,Goodwill,"Earnings Per Share, Diluted",General and Administrative Expense,"Income (Loss) from Continuing Operations before Equity Method Investments, Income Taxes, Noncontrolling Interest",Income Tax Expense (Benefit),Increase (Decrease) in Accounts Payable,"Earnings Per Share, Basic",Liabilities and Equity,"Liabilities, Current","Long-term Debt, Excluding Current Maturities","Marketable Securities, Current",Marketing Expense,Net Cash Provided by (Used in) Investing Activities,Net Cash Provided by (Used in) Operating Activities,Net Income (Loss) Attributable to Parent,Nonoperating Income (Expense),Operating Income (Loss),"Other Assets, Noncurrent","Other Liabilities, Noncurrent","Inventory, Net",Other Nonoperating Income (Expense),"Investment Income, Interest",Net Cash Provided by (Used in) Financing Activities,"Preferred Stock, Shares Authorized","Preferred Stock, Par or Stated Value Per Share","Preferred Stock, Shares Issued","Preferred Stock, Shares Outstanding","Preferred Stock, Value, Issued","Share-based Payment Arrangement, Noncash Expense",Stockholders' Equity Attributable to Parent,"Treasury Stock, Value","Weighted Average Number of Shares Outstanding, Diluted","Weighted Average Number of Shares Outstanding, Basic",Retained Earnings (Accumulated Deficit),"Accounts Payable, Current","Comprehensive Income (Loss), Net of Tax, Attributable to Parent","OCI, Debt Securities, Available-for-Sale, Unrealized Holding Gain (Loss), before Adjustment, after Tax",Unrecognized Tax Benefits,Costs and Expenses,"Income Taxes Paid, Net",Incremental Common Shares Attributable to Dilutive Effect of Share-based Payment Arrangements,"OCI, Debt Securities, Available-for-Sale, Unrealized Holding Gain (Loss), before Adjustment, Tax","Share-based Payment Arrangement, Nonvested Award, Cost Not yet Recognized, Amount",Other Noncash Income (Expense),Long-term Debt,"Long-term Debt, Current Maturities","Contractual Obligation, to be Paid, Year Two","Contractual Obligation, to be Paid, Year Three","Contractual Obligation, to be Paid, Year Four","OCI, Debt Securities, Available-for-Sale, Gain (Loss), after Adjustment and Tax","Other Comprehensive Income (Loss), Net of Tax","Long-term Debt, Gross","Other Comprehensive Income (Loss), Reclassification Adjustment from AOCI for Sale of Securities, Tax","Other Comprehensive Income (Loss), Reclassification Adjustment from AOCI for Sale of Securities, Net of Tax",Increase (Decrease) in Accrued Liabilities and Other Operating Liabilities,Increase (Decrease) in Accounts Receivable and Other Operating Assets,Other Commitment,"Other Commitment, to be Paid, Year Four","Other Commitment, to be Paid, Year Three","Other Commitment, to be Paid, Year Two","Unrecorded Unconditional Purchase Obligation, to be Paid, Year Four",Unrecorded Unconditional Purchase Obligation,"Unrecorded Unconditional Purchase Obligation, to be Paid, Year Three","Unrecorded Unconditional Purchase Obligation, to be Paid, Year Two",Payments to Acquire Marketable Securities,Open,High,Low,Close,Adj Close,Volume,Close_diff_perc
623,6/19/2018,0.006451789,0.199970541,0.79357764,0.144240573,0.480692472,0.375066929,0.209960633,0.544917855,0.245121508,0.28988315,0.549314634,0.160802211,0.231905066,0.576801138,0.191293793,-0.086447888,-0.035123967,0.054888027,-0.037681822,-0.155622373,-0.187408635,-1,0,0.002066116,0.0,-0.72541855,-5.862068966,-0.610849057,0.001972387,-1.61959252,0.002846442,0.0,-0.709580838,0.023504274,16.9375,-2.423832753,0.0,-0.037681822,-0.169963547,-0.004162794,-0.208046636,-0.731949548,-0.980840433,-1.097157426,-0.122306034,-0.963333333,-0.094029149,0.10306845,0.059070322,-0.137533495,-0.309248555,-0.603960396,-1.219472617,0,-1,-1,-1,-1,-0.719572954,0.135479447,0.0,0.004032258,0.002070393,0.296780917,-0.272821817,-0.534238823,0.128205128,0.126028584,-0.717340009,-0.463949843,0.076923077,0.8,-0.0625,-0.369863014,-0.006013952,-0.47,0.08486318,0.097331102,0.058478159,0.3125,-0.966067864,-0.004146204,-1.0,-0.714285714,-8.862190813,-1.215002089,0.099603786,0.12084063,0.158253752,0.25984252,0.008884501,-0.028099174,0.014397496,0.01291772,-0.965885171,85.452003,86.805496,85.019501,86.738998,86.738998,85802000,0.038756297323812486
624,6/20/2018,0.032460137,0.241201386,0.726338474,0.127400305,0.489807511,0.382792161,0.081408158,0.445938736,0.472653112,0.289854637,0.54928232,0.160863038,0.231886246,0.576776684,0.191337068,-0.086447888,-0.035123967,0.054888027,-0.037681822,-0.155622373,-0.187408635,-1,0,0.002066116,0.0,-0.72541855,-5.862068966,-0.610849057,0.001972387,-1.61959252,0.002846442,0.0,-0.709580838,0.023504274,16.9375,-2.423832753,0.0,-0.037681822,-0.169963547,-0.004162794,-0.208046636,-0.731949548,-0.980840433,-1.097157426,-0.122306034,-0.963333333,-0.094029149,0.10306845,0.059070322,-0.137533495,-0.309248555,-0.603960396,-1.219472617,0,-1,-1,-1,-1,-0.719572954,0.135479447,0.0,0.004032258,0.002070393,0.296780917,-0.272821817,-0.534238823,0.128205128,0.126028584,-0.717340009,-0.463949843,0.076923077,0.8,-0.0625,-0.369863014,-0.006013952,-0.47,0.08486318,0.097331102,0.058478159,0.3125,-0.966067864,-0.004146204,-1.0,-0.714285714,-8.862190813,-1.215002089,0.099603786,0.12084063,0.158253752,0.25984252,0.008884501,-0.028099174,0.014397496,0.01291772,-0.965885171,87.125,88.1465,87.068001,87.503998,87.503998,86652000,0.05348393010044979
625,6/21/2018,0.288226511,0.453733357,0.258040156,0.116916501,0.433937524,0.449145952,0.083630142,0.448052604,0.46831726,0.289855642,0.549268192,0.160876161,0.231893754,0.576763871,0.191342372,-0.086447888,-0.035123967,0.054888027,-0.037681822,-0.155622373,-0.187408635,-1,0,0.002066116,0.0,-0.72541855,-5.862068966,-0.610849057,0.001972387,-1.61959252,0.002846442,0.0,-0.709580838,0.023504274,16.9375,-2.423832753,0.0,-0.037681822,-0.169963547,-0.004162794,-0.208046636,-0.731949548,-0.980840433,-1.097157426,-0.122306034,-0.963333333,-0.094029149,0.10306845,0.059070322,-0.137533495,-0.309248555,-0.603960396,-1.219472617,0,-1,-1,-1,-1,-0.719572954,0.135479447,0.0,0.004032258,0.002070393,0.296780917,-0.272821817,-0.534238823,0.128205128,0.126028584,-0.717340009,-0.463949843,0.076923077,0.8,-0.0625,-0.369863014,-0.006013952,-0.47,0.08486318,0.097331102,0.058478159,0.3125,-0.966067864,-0.004146204,-1.0,-0.714285714,-8.862190813,-1.215002089,0.099603786,0.12084063,0.158253752,0.25984252,0.008884501,-0.028099174,0.014397496,0.01291772,-0.965885171,88.0,88.154999,85.877998,86.511002,86.511002,98822000,-0.07022082545829633
626,6/22/2018,0.198374357,0.398417058,0.403208575,0.216636552,0.372162535,0.411200899,0.083958321,0.449104718,0.466936967,0.290315506,0.549652162,0.160032327,0.231892807,0.576758829,0.191348361,-0.086447888,-0.035123967,0.054888027,-0.037681822,-0.155622373,-0.187408635,-1,0,0.002066116,0.0,-0.72541855,-5.862068966,-0.610849057,0.001972387,-1.61959252,0.002846442,0.0,-0.709580838,0.023504274,16.9375,-2.423832753,0.0,-0.037681822,-0.169963547,-0.004162794,-0.208046636,-0.731949548,-0.980840433,-1.097157426,-0.122306034,-0.963333333,-0.094029149,0.10306845,0.059070322,-0.137533495,-0.309248555,-0.603960396,-1.219472617,0,-1,-1,-1,-1,-0.719572954,0.135479447,0.0,0.004032258,0.002070393,0.296780917,-0.272821817,-0.534238823,0.128205128,0.126028584,-0.717340009,-0.463949843,0.076923077,0.8,-0.0625,-0.369863014,-0.006013952,-0.47,0.08486318,0.097331102,0.058478159,0.3125,-0.966067864,-0.004146204,-1.0,-0.714285714,-8.862190813,-1.215002089,0.099603786,0.12084063,0.158253752,0.25984252,0.008884501,-0.028099174,0.014397496,0.01291772,-0.965885171,87.130997,87.150002,85.595001,85.783501,85.783501,81502000,-0.05188234549336432
627,6/25/2018,0.037721413,0.197334194,0.7649444,0.076446585,0.32302669,0.600526714,0.094712527,0.488321664,0.416965812,0.290682498,0.549939618,0.15937788,0.231825334,0.576672222,0.191502441,-0.086447888,-0.035123967,0.054888027,-0.037681822,-0.155622373,-0.187408635,-1,0,0.002066116,0.0,-0.72541855,-5.862068966,-0.610849057,0.001972387,-1.61959252,0.002846442,0.0,-0.709580838,0.023504274,16.9375,-2.423832753,0.0,-0.037681822,-0.169963547,-0.004162794,-0.208046636,-0.731949548,-0.980840433,-1.097157426,-0.122306034,-0.963333333,-0.094029149,0.10306845,0.059070322,-0.137533495,-0.309248555,-0.603960396,-1.219472617,0,-1,-1,-1,-1,-0.719572954,0.135479447,0.0,0.004032258,0.002070393,0.296780917,-0.272821817,-0.534238823,0.128205128,0.126028584,-0.717340009,-0.463949843,0.076923077,0.8,-0.0625,-0.369863014,-0.006013952,-0.47,0.08486318,0.097331102,0.058478159,0.3125,-0.966067864,-0.004146204,-1.0,-0.714285714,-8.862190813,-1.215002089,0.099603786,0.12084063,0.158253752,0.25984252,0.008884501,-0.028099174,0.014397496,0.01291772,-0.965885171,85.125504,85.25,82.315498,83.157501,83.157501,150224000,-0.19318929852333877
628,6/26/2018,0.079247451,0.41578157,0.504970974,0.08167718,0.326626857,0.591695955,0.093746352,0.488349869,0.417903781,0.290739114,0.549996692,0.159264189,0.231819297,0.576665857,0.191514843,-0.086447888,-0.035123967,0.054888027,-0.037681822,-0.155622373,-0.187408635,-1,0,0.002066116,0.0,-0.72541855,-5.862068966,-0.610849057,0.001972387,-1.61959252,0.002846442,0.0,-0.709580838,0.023504274,16.9375,-2.423832753,0.0,-0.037681822,-0.169963547,-0.004162794,-0.208046636,-0.731949548,-0.980840433,-1.097157426,-0.122306034,-0.963333333,-0.094029149,0.10306845,0.059070322,-0.137533495,-0.309248555,-0.603960396,-1.219472617,0,-1,-1,-1,-1,-0.719572954,0.135479447,0.0,0.004032258,0.002070393,0.296780917,-0.272821817,-0.534238823,0.128205128,0.126028584,-0.717340009,-0.463949843,0.076923077,0.8,-0.0625,-0.369863014,-0.006013952,-0.47,0.08486318,0.097331102,0.058478159,0.3125,-0.966067864,-0.004146204,-1.0,-0.714285714,-8.862190813,-1.215002089,0.099603786,0.12084063,0.158253752,0.25984252,0.008884501,-0.028099174,0.014397496,0.01291772,-0.965885171,83.6185,85.078499,83.167,84.554497,84.554497,87732000,0.10107604166442519
629,6/27/2018,0.074430378,0.646519017,0.279050592,0.090330311,0.48274224,0.426927439,0.093865178,0.49594476,0.410190063,0.29065573,0.550054809,0.159289456,0.23176134,0.576693149,0.191545509,-0.086447888,-0.035123967,0.054888027,-0.037681822,-0.155622373,-0.187408635,-1,0,0.002066116,0.0,-0.72541855,-5.862068966,-0.610849057,0.001972387,-1.61959252,0.002846442,0.0,-0.709580838,0.023504274,16.9375,-2.423832753,0.0,-0.037681822,-0.169963547,-0.004162794,-0.208046636,-0.731949548,-0.980840433,-1.097157426,-0.122306034,-0.963333333,-0.094029149,0.10306845,0.059070322,-0.137533495,-0.309248555,-0.603960396,-1.219472617,0,-1,-1,-1,-1,-0.719572954,0.135479447,0.0,0.004032258,0.002070393,0.296780917,-0.272821817,-0.534238823,0.128205128,0.126028584,-0.717340009,-0.463949843,0.076923077,0.8,-0.0625,-0.369863014,-0.006013952,-0.47,0.08486318,0.097331102,0.058478159,0.3125,-0.966067864,-0.004146204,-1.0,-0.714285714,-8.862190813,-1.215002089,0.099603786,0.12084063,0.158253752,0.25984252,0.008884501,-0.028099174,0.014397496,0.01291772,-0.965885171,85.405502,85.597504,83.0,83.025497,83.025497,97444000,-0.11266415788614566
630,6/28/2018,0.342983662,0.558960176,0.098056141,0.156960487,0.510906949,0.332132547,0.100154033,0.501502559,0.398343408,0.290760022,0.550122713,0.15911726,0.231805309,0.576686138,0.19150855,-0.086447888,-0.035123967,0.054888027,-0.037681822,-0.155622373,-0.187408635,-1,0,0.002066116,0.0,-0.72541855,-5.862068966,-0.610849057,0.001972387,-1.61959252,0.002846442,0.0,-0.709580838,0.023504274,16.9375,-2.423832753,0.0,-0.037681822,-0.169963547,-0.004162794,-0.208046636,-0.731949548,-0.980840433,-1.097157426,-0.122306034,-0.963333333,-0.094029149,0.10306845,0.059070322,-0.137533495,-0.309248555,-0.603960396,-1.219472617,0,-1,-1,-1,-1,-0.719572954,0.135479447,0.0,0.004032258,0.002070393,0.296780917,-0.272821817,-0.534238823,0.128205128,0.126028584,-0.717340009,-0.463949843,0.076923077,0.8,-0.0625,-0.369863014,-0.006013952,-0.47,0.08486318,0.097331102,0.058478159,0.3125,-0.966067864,-0.004146204,-1.0,-0.714285714,-8.862190813,-1.215002089,0.099603786,0.12084063,0.158253752,0.25984252,0.008884501,-0.028099174,0.014397496,0.01291772,-0.965885171,83.626999,85.275002,83.058502,85.072502,85.072502,90594000,0.14720395253244806
631,6/29/2018,0.149283661,0.574352985,0.27636332,0.14745773,0.526694152,0.325848099,0.102160384,0.497191822,0.400647793,0.290761438,0.550182293,0.159056265,0.231777563,0.576691051,0.191531383,-0.086447888,-0.035123967,0.054888027,-0.037681822,-0.155622373,-0.187408635,-1,0,0.002066116,0.0,-0.72541855,-5.862068966,-0.610849057,0.001972387,-1.61959252,0.002846442,0.0,-0.709580838,0.023504274,16.9375,-2.423832753,0.0,-0.037681822,-0.169963547,-0.004162794,-0.208046636,-0.731949548,-0.980840433,-1.097157426,-0.122306034,-0.963333333,-0.094029149,0.10306845,0.059070322,-0.137533495,-0.309248555,-0.603960396,-1.219472617,0,-1,-1,-1,-1,-0.719572954,0.135479447,0.0,0.004032258,0.002070393,0.296780917,-0.272821817,-0.534238823,0.128205128,0.126028584,-0.717340009,-0.463949843,0.076923077,0.8,-0.0625,-0.369863014,-0.006013952,-0.47,0.08486318,0.097331102,0.058478159,0.3125,-0.966067864,-0.004146204,-1.0,-0.714285714,-8.862190813,-1.215002089,0.099603786,0.12084063,0.158253752,0.25984252,0.008884501,-0.028099174,0.014397496,0.01291772,-0.965885171,85.849998,86.170502,84.716003,84.989998,84.989998,90870000,-0.0059387761974593655
632,7/2/2018,0.040409637,0.81219614,0.147394238,0.079731075,0.761851102,0.15841783,0.084201195,0.561110834,0.354687975,0.289582306,0.551855689,0.158562001,0.231042806,0.577624971,0.19133222,-0.086447888,-0.035123967,0.054888027,-0.037681822,-0.155622373,-0.187408635,-1,0,0.002066116,0.0,-0.72541855,-5.862068966,-0.610849057,0.001972387,-1.61959252,0.002846442,0.0,-0.709580838,0.023504274,16.9375,-2.423832753,0.0,-0.037681822,-0.169963547,-0.004162794,-0.208046636,-0.731949548,-0.980840433,-1.097157426,-0.122306034,-0.963333333,-0.094029149,0.10306845,0.059070322,-0.137533495,-0.309248555,-0.603960396,-1.219472617,0,-1,-1,-1,-1,-0.719572954,0.135479447,0.0,0.004032258,0.002070393,0.296780917,-0.272821817,-0.534238823,0.128205128,0.126028584,-0.717340009,-0.463949843,0.076923077,0.8,-0.0625,-0.369863014,-0.006013952,-0.47,0.08486318,0.097331102,0.058478159,0.3125,-0.966067864,-0.004146204,-1.0,-0.714285714,-8.862190813,-1.215002089,0.099603786,0.12084063,0.158253752,0.25984252,0.008884501,-0.028099174,0.014397496,0.01291772,-0.965885171,84.135002,85.694504,83.903,85.689003,85.689003,63714000,0.04990510411412744
633,7/3/2018,0.045559585,0.819267305,0.135173128,0.074726198,0.77172977,0.15354404,0.082329021,0.574626839,0.343044145,0.289304309,0.552215891,0.158479796,0.230880988,0.577834515,0.191284495,-0.086447888,-0.035123967,0.054888027,-0.037681822,-0.155622373,-0.187408635,-1,0,0.002066116,0.0,-0.72541855,-5.862068966,-0.610849057,0.001972387,-1.61959252,0.002846442,0.0,-0.709580838,0.023504274,16.9375,-2.423832753,0.0,-0.037681822,-0.169963547,-0.004162794,-0.208046636,-0.731949548,-0.980840433,-1.097157426,-0.122306034,-0.963333333,-0.094029149,0.10306845,0.059070322,-0.137533495,-0.309248555,-0.603960396,-1.219472617,0,-1,-1,-1,-1,-0.719572954,0.135479447,0.0,0.004032258,0.002070393,0.296780917,-0.272821817,-0.534238823,0.128205128,0.126028584,-0.717340009,-0.463949843,0.076923077,0.8,-0.0625,-0.369863014,-0.006013952,-0.47,0.08486318,0.097331102,0.058478159,0.3125,-0.966067864,-0.004146204,-1.0,-0.714285714,-8.862190813,-1.215002089,0.099603786,0.12084063,0.158253752,0.25984252,0.008884501,-0.028099174,0.014397496,0.01291772,-0.965885171,86.197998,86.25,84.624001,84.697998,84.697998,43546000,-0.07158012856651912
634,7/5/2018,0.017038514,0.420305891,0.562655577,0.054591044,0.784489711,0.160919256,0.080683258,0.568959676,0.35035707,0.289369772,0.552262303,0.15836792,0.230849707,0.577806688,0.191343602,-0.086447888,-0.035123967,0.054888027,-0.037681822,-0.155622373,-0.187408635,-1,0,0.002066116,0.0,-0.72541855,-5.862068966,-0.610849057,0.001972387,-1.61959252,0.002846442,0.0,-0.709580838,0.023504274,16.9375,-2.423832753,0.0,-0.037681822,-0.169963547,-0.004162794,-0.208046636,-0.731949548,-0.980840433,-1.097157426,-0.122306034,-0.963333333,-0.094029149,0.10306845,0.059070322,-0.137533495,-0.309248555,-0.603960396,-1.219472617,0,-1,-1,-1,-1,-0.719572954,0.135479447,0.0,0.004032258,0.002070393,0.296780917,-0.272821817,-0.534238823,0.128205128,0.126028584,-0.717340009,-0.463949843,0.076923077,0.8,-0.0625,-0.369863014,-0.006013952,-0.47,0.08486318,0.097331102,0.058478159,0.3125,-0.966067864,-0.004146204,-1.0,-0.714285714,-8.862190813,-1.215002089,0.099603786,0.12084063,0.158253752,0.25984252,0.008884501,-0.028099174,0.014397496,0.01291772,-0.965885171,85.268997,85.5345,84.107498,84.986504,84.986504,59662000,0.020767999206094987
635,7/6/2018,0.642686794,0.318724494,0.038588704,0.25458915,0.629924395,0.11548646,0.160558477,0.53885722,0.300584305,0.290760243,0.551331393,0.157908359,0.231957107,0.577110035,0.190932855,-0.086447888,-0.035123967,0.054888027,-0.037681822,-0.155622373,-0.187408635,-1,0,0.002066116,0.0,-0.72541855,-5.862068966,-0.610849057,0.001972387,-1.61959252,0.002846442,0.0,-0.709580838,0.023504274,16.9375,-2.423832753,0.0,-0.037681822,-0.169963547,-0.004162794,-0.208046636,-0.731949548,-0.980840433,-1.097157426,-0.122306034,-0.963333333,-0.094029149,0.10306845,0.059070322,-0.137533495,-0.309248555,-0.603960396,-1.219472617,0,-1,-1,-1,-1,-0.719572954,0.135479447,0.0,0.004032258,0.002070393,0.296780917,-0.272821817,-0.534238823,0.128205128,0.126028584,-0.717340009,-0.463949843,0.076923077,0.8,-0.0625,-0.369863014,-0.006013952,-0.47,0.08486318,0.097331102,0.058478159,0.3125,-0.966067864,-0.004146204,-1.0,-0.714285714,-8.862190813,-1.215002089,0.099603786,0.12084063,0.158253752,0.25984252,0.008884501,-0.028099174,0.014397496,0.01291772,-0.965885171,84.800003,85.763496,84.583504,85.531502,85.531502,53006000,0.038981503295533
636,7/9/2018,0.372947034,0.452533343,0.17451961,0.426398392,0.450280902,0.123320699,0.213307491,0.537367219,0.24932529,0.291480962,0.55067759,0.157841443,0.232688624,0.576552132,0.190759242,-0.086447888,-0.035123967,0.054888027,-0.037681822,-0.155622373,-0.187408635,-1,0,0.002066116,0.0,-0.72541855,-5.862068966,-0.610849057,0.001972387,-1.61959252,0.002846442,0.0,-0.709580838,0.023504274,16.9375,-2.423832753,0.0,-0.037681822,-0.169963547,-0.004162794,-0.208046636,-0.731949548,-0.980840433,-1.097157426,-0.122306034,-0.963333333,-0.094029149,0.10306845,0.059070322,-0.137533495,-0.309248555,-0.603960396,-1.219472617,0,-1,-1,-1,-1,-0.719572954,0.135479447,0.0,0.004032258,0.002070393,0.296780917,-0.272821817,-0.534238823,0.128205128,0.126028584,-0.717340009,-0.463949843,0.076923077,0.8,-0.0625,-0.369863014,-0.006013952,-0.47,0.08486318,0.097331102,0.058478159,0.3125,-0.966067864,-0.004146204,-1.0,-0.714285714,-8.862190813,-1.215002089,0.099603786,0.12084063,0.158253752,0.25984252,0.008884501,-0.028099174,0.014397496,0.01291772,-0.965885171,86.202499,86.977997,85.811501,86.950996,86.950996,60240000,0.09987315593823375
637,7/10/2018,0.068498042,0.712297595,0.219204335,0.300185495,0.536820073,0.162994414,0.204463743,0.577654461,0.217881787,0.289798055,0.551955237,0.158246703,0.231783671,0.577300306,0.19091602,-0.086447888,-0.035123967,0.054888027,-0.037681822,-0.155622373,-0.187408635,-1,0,0.002066116,0.0,-0.72541855,-5.862068966,-0.610849057,0.001972387,-1.61959252,0.002846442,0.0,-0.709580838,0.023504274,16.9375,-2.423832753,0.0,-0.037681822,-0.169963547,-0.004162794,-0.208046636,-0.731949548,-0.980840433,-1.097157426,-0.122306034,-0.963333333,-0.094029149,0.10306845,0.059070322,-0.137533495,-0.309248555,-0.603960396,-1.219472617,0,-1,-1,-1,-1,-0.719572954,0.135479447,0.0,0.004032258,0.002070393,0.296780917,-0.272821817,-0.534238823,0.128205128,0.126028584,-0.717340009,-0.463949843,0.076923077,0.8,-0.0625,-0.369863014,-0.006013952,-0.47,0.08486318,0.097331102,0.058478159,0.3125,-0.966067864,-0.004146204,-1.0,-0.714285714,-8.862190813,-1.215002089,0.099603786,0.12084063,0.158253752,0.25984252,0.008884501,-0.028099174,0.014397496,0.01291772,-0.965885171,86.926498,87.5,86.550003,87.153503,87.153503,60058000,0.014214937870237672
638,7/11/2018,0.039663665,0.741462738,0.218873646,0.165654742,0.642620589,0.191724687,0.148642068,0.641023813,0.21033413,0.285023606,0.555604262,0.159372128,0.229152739,0.579548381,0.191298877,-0.086447888,-0.035123967,0.054888027,-0.037681822,-0.155622373,-0.187408635,-1,0,0.002066116,0.0,-0.72541855,-5.862068966,-0.610849057,0.001972387,-1.61959252,0.002846442,0.0,-0.709580838,0.023504274,16.9375,-2.423832753,0.0,-0.037681822,-0.169963547,-0.004162794,-0.208046636,-0.731949548,-0.980840433,-1.097157426,-0.122306034,-0.963333333,-0.094029149,0.10306845,0.059070322,-0.137533495,-0.309248555,-0.603960396,-1.219472617,0,-1,-1,-1,-1,-0.719572954,0.135479447,0.0,0.004032258,0.002070393,0.296780917,-0.272821817,-0.534238823,0.128205128,0.126028584,-0.717340009,-0.463949843,0.076923077,0.8,-0.0625,-0.369863014,-0.006013952,-0.47,0.08486318,0.097331102,0.058478159,0.3125,-0.966067864,-0.004146204,-1.0,-0.714285714,-8.862190813,-1.215002089,0.099603786,0.12084063,0.158253752,0.25984252,0.008884501,-0.028099174,0.014397496,0.01291772,-0.965885171,86.899498,87.848,86.699997,87.75,87.75,64196000,0.04158636032040072
639,7/12/2018,0.03394903,0.74312291,0.222928118,0.142486121,0.661643383,0.195870521,0.132371783,0.65556539,0.212062844,0.282978494,0.557152531,0.159868972,0.228016401,0.580496471,0.191487126,-0.086447888,-0.035123967,0.054888027,-0.037681822,-0.155622373,-0.187408635,-1,0,0.002066116,0.0,-0.72541855,-5.862068966,-0.610849057,0.001972387,-1.61959252,0.002846442,0.0,-0.709580838,0.023504274,16.9375,-2.423832753,0.0,-0.037681822,-0.169963547,-0.004162794,-0.208046636,-0.731949548,-0.980840433,-1.097157426,-0.122306034,-0.963333333,-0.094029149,0.10306845,0.059070322,-0.137533495,-0.309248555,-0.603960396,-1.219472617,0,-1,-1,-1,-1,-0.719572954,0.135479447,0.0,0.004032258,0.002070393,0.296780917,-0.272821817,-0.534238823,0.128205128,0.126028584,-0.717340009,-0.463949843,0.076923077,0.8,-0.0625,-0.369863014,-0.006013952,-0.47,0.08486318,0.097331102,0.058478159,0.3125,-0.966067864,-0.004146204,-1.0,-0.714285714,-8.862190813,-1.215002089,0.099603786,0.12084063,0.158253752,0.25984252,0.008884501,-0.028099174,0.014397496,0.01291772,-0.965885171,88.225502,89.900002,88.109001,89.831001,89.831001,90654000,0.14172152707433894
640,7/13/2018,0.066582667,0.721365563,0.212051828,0.096218452,0.69389116,0.209890417,0.128193972,0.660701088,0.211104959,0.282416399,0.55764294,0.159940658,0.227698425,0.580773941,0.191527632,-0.086447888,-0.035123967,0.054888027,-0.037681822,-0.155622373,-0.187408635,-1,0,0.002066116,0.0,-0.72541855,-5.862068966,-0.610849057,0.001972387,-1.61959252,0.002846442,0.0,-0.709580838,0.023504274,16.9375,-2.423832753,0.0,-0.037681822,-0.169963547,-0.004162794,-0.208046636,-0.731949548,-0.980840433,-1.097157426,-0.122306034,-0.963333333,-0.094029149,0.10306845,0.059070322,-0.137533495,-0.309248555,-0.603960396,-1.219472617,0,-1,-1,-1,-1,-0.719572954,0.135479447,0.0,0.004032258,0.002070393,0.296780917,-0.272821817,-0.534238823,0.128205128,0.126028584,-0.717340009,-0.463949843,0.076923077,0.8,-0.0625,-0.369863014,-0.006013952,-0.47,0.08486318,0.097331102,0.058478159,0.3125,-0.966067864,-0.004146204,-1.0,-0.714285714,-8.862190813,-1.215002089,0.099603786,0.12084063,0.158253752,0.25984252,0.008884501,-0.028099174,0.014397496,0.01291772,-0.965885171,90.196503,90.764999,89.761497,90.651497,90.651497,87664000,0.05537213401346222
641,7/16/2018,0.302316715,0.324342531,0.373340762,0.053274344,0.721607685,0.225118009,0.126996237,0.668145004,0.204858784,0.281743681,0.557893996,0.16036232,0.227343852,0.580873353,0.191782793,-0.086447888,-0.035123967,0.054888027,-0.037681822,-0.155622373,-0.187408635,-1,0,0.002066116,0.0,-0.72541855,-5.862068966,-0.610849057,0.001972387,-1.61959252,0.002846442,0.0,-0.709580838,0.023504274,16.9375,-2.423832753,0.0,-0.037681822,-0.169963547,-0.004162794,-0.208046636,-0.731949548,-0.980840433,-1.097157426,-0.122306034,-0.963333333,-0.094029149,0.10306845,0.059070322,-0.137533495,-0.309248555,-0.603960396,-1.219472617,0,-1,-1,-1,-1,-0.719572954,0.135479447,0.0,0.004032258,0.002070393,0.296780917,-0.272821817,-0.534238823,0.128205128,0.126028584,-0.717340009,-0.463949843,0.076923077,0.8,-0.0625,-0.369863014,-0.006013952,-0.47,0.08486318,0.097331102,0.058478159,0.3125,-0.966067864,-0.004146204,-1.0,-0.714285714,-8.862190813,-1.215002089,0.099603786,0.12084063,0.158253752,0.25984252,0.008884501,-0.028099174,0.014397496,0.01291772,-0.965885171,91.097504,92.097504,90.722504,91.124496,91.124496,109324000,0.03175520032290029
